Category	Date	Title	Type	URL	CategoryURL
Add-Ins	10/11/2015 08:28	Announcing unified MZ-Tools 8.0 for Visual Studio, VBA (64-bit/32-bit), VB6 and VB5	Other	http://www.visualstudioextensibility.com/2015/10/11/announcing-unified-mz-tools-8-0-for-visual-studio-vba-64-bit32-bit-vb6-and-vb5/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	06/14/2015 13:38	MZ-Tools Articles Series: BUG: Visual Studio 2008 crashes if unloaded when an add-in executes DoEvents statement on startup	Bug	http://www.visualstudioextensibility.com/2015/06/14/mz-tools-articles-series-bug-visual-studio-2008-crashes-if-unloaded-when-an-add-in-executes-doevents-statement-on-startup/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	09/28/2014 16:57	MZ-Tools Articles Series: PRB: Window.Close doesn’t save changes if requested for .sql files in non-database projects	Other	http://www.visualstudioextensibility.com/2014/09/28/mz-tools-articles-series-prb-window-close-doesnt-save-changes-if-requested-for-sql-files-in-non-database-projects/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	09/23/2014 15:09	MZ-Tools Articles Series: HOWTO: Pass parameters programmatically to a command from a Visual Studio add-in	HowTo	http://www.visualstudioextensibility.com/2014/09/23/mz-tools-articles-series-howto-pass-parameters-programmatically-to-a-command-from-a-visual-studio-add-in/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	08/29/2011 02:36	Visual Studio Extensibility (VSX) Forum FAQs about add-in development	Other	http://www.visualstudioextensibility.com/2011/08/29/visual-studio-extensibility-vsx-forum-faqs-about-add-in-development/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	08/05/2011 09:36	EnvDTE.Window.Kind vs EnvDTE.Window.ObjectKind	Other	http://www.visualstudioextensibility.com/2011/08/05/envdte-window-kind-vs-envdte-window-objectkind/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	04/20/2011 11:19	MZ-Tools Resources about Visual Studio .NET extensibility updated for VS 2010	Other	http://www.visualstudioextensibility.com/2011/04/20/mz-tools-resources-about-visual-studio-net-extensibility-updated-for-vs-2010/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	09/13/2009 19:47	More on devenv.exe /resetaddin not removing permanent commandbars	Other	http://www.visualstudioextensibility.com/2009/09/14/more-on-devenv-exe-resetaddin-not-removing-permanent-commandbars/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	08/31/2009 23:58	Microsoft fixing bug “Standard user unable to load/unload COM-based add-ins registered for all users with the VS Add-in Manager on Windows Vista”	Other	http://www.visualstudioextensibility.com/2009/09/01/microsoft-fixing-bug-quot-standard-user-unable-to-load-unload-com-based-add-ins-registered-for-all-users-with-the-vs-add-in-manager-on-windows-vista-quot/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	07/28/2009 09:39	MZ-Tools Articles Series: BUG: EnvDTE.CodeElement.Name doesn’t return interface name for explictly implemented C# interface events	Bug	http://www.visualstudioextensibility.com/2009/07/28/mz-tools-articles-series-bug-envdte-codeelement-name-doesn-t-return-interface-name-for-explictly-implemented-c-interface-events/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	07/26/2009 20:50	Microsoft fixing the hardcoded, unlocalized “Application Data” subfolder when searching for .AddIn files	Other	http://www.visualstudioextensibility.com/2009/07/27/microsoft-fixing-the-hardcoded-unlocalized-quot-application-data-quot-subfolder-when-searching-for-addin-files/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	06/14/2009 10:29	Usercontrols hosted in toolwindows still requiring ComVisible(True) attribute	Other	http://www.visualstudioextensibility.com/2009/06/14/usercontrols-hosted-in-toolwindows-still-requiring-comvisible-true-attribute/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	06/14/2009 09:17	Managed add-ins still requiring ComVisible(True) attribute	Other	http://www.visualstudioextensibility.com/2009/06/14/managed-add-ins-still-requiring-comvisible-true-attribute/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	06/12/2009 10:21	Two more reports about bugs in folders used by Visual Studio to locate .AddIn files	Other	http://www.visualstudioextensibility.com/2009/06/12/two-more-reports-about-bugs-in-folders-used-by-visual-studio-to-locate-addin-files/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	06/12/2009 10:13	Wouldn’t be nice to know where a Visual Studio add-in is registered from?	Other	http://www.visualstudioextensibility.com/2009/06/12/wouldn-t-be-nice-to-know-where-a-visual-studio-add-in-is-registered-from/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	06/12/2009 07:16	Call to action: please VOTE to get easy, custom, transparent, pictures for add-ins CommandbarButtons fixed forever	Other	http://www.visualstudioextensibility.com/2009/06/12/call-to-action-vote-to-get-easy-custom-transparent-pictures-for-add-ins-commandbarbuttons-fixed-forever/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	05/11/2009 23:07	So, EnvDTE.Solution.AddXXX and EnvDTE.ProjectItems.AddXXX methods return Nothing “by design”…	Other	http://www.visualstudioextensibility.com/2009/05/12/so-envdte-solution-addxxx-and-envdte-projectitems-addxxx-methods-return-nothing/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	05/04/2009 21:48	MZ-Tools Articles Series: HOWTO: Getting information about Visual Studio windows from an add-in	HowTo	http://www.visualstudioextensibility.com/2009/05/05/mz-tools-articles-series-howto-getting-information-about-visual-studio-windows-from-an-add-in/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	05/03/2009 23:36	MZ-Tools Articles Series: HOWTO: Understanding Visual Studio behavior when an add-in tries to edit a read-only file	HowTo	http://www.visualstudioextensibility.com/2009/05/04/mz-tools-articles-series-howto-understanding-visual-studio-behavior-when-an-add-in-tries-to-edit-a-read-only-file/	http://www.visualstudioextensibility.com/category/add-ins/
Add-Ins	01/29/2009 23:02	The lack of code model support inside methods	Other	http://www.visualstudioextensibility.com/2009/01/30/the-lack-of-code-model-support-inside-methods/	http://www.visualstudioextensibility.com/category/add-ins/
Moving from add-ins to packages	10/11/2015 08:28	Announcing unified MZ-Tools 8.0 for Visual Studio, VBA (64-bit/32-bit), VB6 and VB5	Other	http://www.visualstudioextensibility.com/2015/10/11/announcing-unified-mz-tools-8-0-for-visual-studio-vba-64-bit32-bit-vb6-and-vb5/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	07/20/2015 15:01	Visual Studio 2015 RTM just released	Other	http://www.visualstudioextensibility.com/2015/07/20/visual-studio-2015-rtm-just-released/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	06/20/2015 15:48	MZ-Tools Articles Series: HOWTO: Guessing the IDE mode (design, debug or run-time) from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/06/20/mz-tools-articles-series-howto-guessing-the-ide-mode-design-debug-or-run-time-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	04/21/2015 06:17	MZ-Tools Articles Series: HOWTO Unload/Reload a project from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/04/21/mz-tools-articles-series-howto-unloadreload-a-project-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	02/23/2015 03:26	MZ-Tools Articles Series: HOWTO: Create a toolwindow WITHOUT a ToolWindowPane class in a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/02/23/mz-tools-articles-series-howto-create-a-toolwindow-without-a-toolwindowpane-class-in-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	02/20/2015 06:25	MZ-Tools Articles Series: HOWTO: Create a toolwindow with a ToolWindowPane class in a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/02/20/mz-tools-articles-series-howto-create-a-toolwindow-with-a-toolwindowpane-class-in-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	09/18/2014 07:59	Issues with command names in Visual Studio packages	Other	http://www.visualstudioextensibility.com/2014/09/18/issues-with-command-names-in-visual-studio-packages/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	09/06/2014 18:08	MZ-Tools Articles Series: HOWTO: Get solution events from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2014/09/07/mz-tools-articles-series-howto-get-solution-events-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	08/29/2014 12:16	Targeting multiple Visual Studio versions with the same binary package assembly	Other	http://www.visualstudioextensibility.com/2014/08/29/targeting-multiple-visual-studio-versions-with-the-same-binary-package-assembly/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	08/25/2014 16:59	Forcing Command UI refresh	Other	http://www.visualstudioextensibility.com/2014/08/25/forcing-command-ui-refresh/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	08/22/2014 02:11	MZ-Tools Articles Series: PRB: Button of package command cannot be initially invisible on Visual Studio toolbar	Other	http://www.visualstudioextensibility.com/2014/08/22/mz-tools-articles-series-prb-button-of-package-command-cannot-be-initially-invisible-on-visual-studio-toolbar/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	08/22/2014 01:32	MZ-Tools Articles Series: INFO: How a Visual Studio package command is named	Other	http://www.visualstudioextensibility.com/2014/08/22/mz-tools-articles-series-info-how-a-visual-studio-package-command-is-named/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	08/22/2014 01:10	MZ-Tools Articles Series: HOWTO: Create a command without user interface items from a Visual Studio package.	HowTo	http://www.visualstudioextensibility.com/2014/08/22/mz-tools-articles-series-howto-create-a-command-without-user-interface-items-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	08/22/2014 00:46	MZ-Tools Articles Series: HOWTO: Execute a command by Guid and Id from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2014/08/22/mz-tools-articles-series-howto-execute-a-command-by-guid-and-id-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
Moving from add-ins to packages	07/01/2014 09:52	Strategies migrating from Visual Studio add-ins to packages	Other	http://www.visualstudioextensibility.com/2014/07/01/strategies-migrating-from-visual-studio-add-ins-to-packages/	http://www.visualstudioextensibility.com/category/moving-from-add-ins-to-packages/
VBA add-ins	10/11/2015 08:28	Announcing unified MZ-Tools 8.0 for Visual Studio, VBA (64-bit/32-bit), VB6 and VB5	Other	http://www.visualstudioextensibility.com/2015/10/11/announcing-unified-mz-tools-8-0-for-visual-studio-vba-64-bit32-bit-vb6-and-vb5/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	02/21/2014 04:09	Calling Marshall.ReleaseComObject	Other	http://www.visualstudioextensibility.com/2014/02/21/calling-marshall-releasecomobject/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	12/20/2013 17:27	Microsoft Office Language Packs	Other	http://www.visualstudioextensibility.com/2013/12/21/microsoft-office-language-packs/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	07/10/2013 03:37	MSADDNDR.DLL 12.0.20617.1 installed by VS 2013 Preview breaks setups of VBA add-ins	Other	http://www.visualstudioextensibility.com/2013/07/10/msaddndr-dll-12-0-20617-1-installed-by-vs-2013-preview-breaks-setups-of-vba-add-ins/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	04/05/2013 20:30	Msaddndr.dll file officially not installed by Microsoft Office 2013	Other	http://www.visualstudioextensibility.com/2013/04/06/msaddndr-dll-file-not-installed-by-office-2013/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	03/27/2013 10:03	Windows PowerShell scripts to register a .NET-based add-in for a COM-based host application	Other	http://www.visualstudioextensibility.com/2013/03/27/windows-powershell-scripts-to-register-a-net-based-add-in-for-a-com-based-host-application/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/09/2012 05:45	MZ-Tools Articles Series: BUG: CommandBar.Name property localized in VBA editor of Office.	Bug	http://www.visualstudioextensibility.com/2012/09/09/mz-tools-articles-series-bug-commandbar-name-property-localized-in-vba-editor-of-office/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/08/2012 06:56	MZ-Tools Articles Series: HOWTO: Create a setup for an add-in for the VBA editor of Microsoft Office for the current user (not requiring admin rights) using Inno Setup.	HowTo	http://www.visualstudioextensibility.com/2012/09/08/mz-tools-articles-series-howto-create-a-setup-for-an-add-in-for-the-vba-editor-of-microsoft-office-for-the-current-user-not-requiring-admin-rights-using-inno-setup/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/07/2012 10:12	MZ-Tools Articles Series: INFO: Registry entries to register an add-in for the VBA editor of Office for the current user without admin rights.	Other	http://www.visualstudioextensibility.com/2012/09/07/mz-tools-articles-series-info-registry-entries-to-register-an-add-in-for-the-vba-editor-of-office-for-the-current-user-without-admin-rights/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/06/2012 06:35	MZ-Tools Articles Series: HOWTO: Create a toolwindow for the VBA editor of Office from an add-in with Visual Studio .NET.	HowTo	http://www.visualstudioextensibility.com/2012/09/06/mz-tools-articles-series-howto-create-a-toolwindow-for-the-vba-editor-of-office-from-an-add-in-with-visual-studio-net/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/04/2012 10:05	MZ-Tools Articles Series: HOWTO: Create a button with a custom picture for the VBA editor of Office from an add-in with Visual Studio .NET.	HowTo	http://www.visualstudioextensibility.com/2012/09/04/mz-tools-articles-series-howto-create-a-button-with-a-custom-picture-for-the-vba-editor-of-office-from-an-add-in-with-visual-studio-net/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/04/2012 04:37	MZ-Tools Articles Series: HOWTO: Adding buttons, commandbars and toolbars to the VBA editor of Office from an add-in with Visual Studio .NET.	HowTo	http://www.visualstudioextensibility.com/2012/09/04/mz-tools-articles-series-howto-adding-buttons-commandbars-and-toolbars-to-the-vba-editor-of-office-from-an-add-in-with-visual-studio-net/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/03/2012 08:31	MZ-Tools Articles Series: HOWTO: Debug an add-in for the VBA editor (32-bit or 64-bit) of Office with Visual Studio .NET.	HowTo	http://www.visualstudioextensibility.com/2012/09/03/mz-tools-articles-series-howto-debug-an-add-in-for-the-vba-editor-32-bit-or-64-bit-of-office-with-visual-studio-net/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/02/2012 10:27	MZ-Tools Articles Series: HOWTO: Create an add-in for the VBA editor (32-bit or 64-bit) of Office with Visual Studio .NET.	HowTo	http://www.visualstudioextensibility.com/2012/09/02/mz-tools-articles-series-howto-create-an-add-in-for-the-vba-editor-32-bit-or-64-bit-of-office-with-visual-studio-net/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	08/29/2012 08:35	MZ-Tools Articles Series: HOWTO: Generate Interop assemblies to create an add-in for the VBA editor (32-bit or 64-bit) of Office with Visual Studio .NET.	HowTo	http://www.visualstudioextensibility.com/2012/08/29/mz-tools-articles-series-howto-generate-interop-assemblies-to-create-an-add-in-for-the-vba-editor-32-bit-or-64-bit-of-office-with-visual-studio-net/	http://www.visualstudioextensibility.com/category/vba-addins/
VBA add-ins	09/26/2009 12:16	Button custom picture transparency issues in Office extensibility too	Other	http://www.visualstudioextensibility.com/2009/09/26/button-custom-picture-transparency-issues-in-office-extensibility-too/	http://www.visualstudioextensibility.com/category/vba-addins/
VS Add-Ins	10/11/2015 08:28	Announcing unified MZ-Tools 8.0 for Visual Studio, VBA (64-bit/32-bit), VB6 and VB5	Other	http://www.visualstudioextensibility.com/2015/10/11/announcing-unified-mz-tools-8-0-for-visual-studio-vba-64-bit32-bit-vb6-and-vb5/	http://www.visualstudioextensibility.com/category/vs-addins/
VS Extensibility	10/11/2015 08:28	Announcing unified MZ-Tools 8.0 for Visual Studio, VBA (64-bit/32-bit), VB6 and VB5	Other	http://www.visualstudioextensibility.com/2015/10/11/announcing-unified-mz-tools-8-0-for-visual-studio-vba-64-bit32-bit-vb6-and-vb5/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	07/29/2015 17:11	The strange case of CreatePkgDef failing because of strong name validation	Other	http://www.visualstudioextensibility.com/2015/07/30/the-strange-case-of-createpkgdef-failing-because-of-strong-name-validation/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	07/20/2015 15:01	Visual Studio 2015 RTM just released	Other	http://www.visualstudioextensibility.com/2015/07/20/visual-studio-2015-rtm-just-released/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	06/20/2015 15:48	MZ-Tools Articles Series: HOWTO: Guessing the IDE mode (design, debug or run-time) from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/06/20/mz-tools-articles-series-howto-guessing-the-ide-mode-design-debug-or-run-time-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	06/18/2015 03:03	The hidden and broken Generate Load Keys page (for VS 2005/2008 shell and packages)	Other	http://www.visualstudioextensibility.com/2015/06/18/the-hidden-and-broken-generate-load-keys-page-for-vs-20052008-shell-and-packages/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	06/15/2015 01:20	MZ-Tools Articles Series: HOWTO: Get supported frameworks and profiles of a Visual Studio version from a package	HowTo	http://www.visualstudioextensibility.com/2015/06/15/mz-tools-articles-series-howto-get-supported-frameworks-and-profiles-of-a-visual-studio-version-from-a-package/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	06/14/2015 13:38	MZ-Tools Articles Series: BUG: Visual Studio 2008 crashes if unloaded when an add-in executes DoEvents statement on startup	Bug	http://www.visualstudioextensibility.com/2015/06/14/mz-tools-articles-series-bug-visual-studio-2008-crashes-if-unloaded-when-an-add-in-executes-doevents-statement-on-startup/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	06/03/2015 14:46	New Project System Extensibility sections	Other	http://www.visualstudioextensibility.com/2015/06/03/new-project-system-extensibility-sections/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	06/02/2015 01:20	BUG: Extension Manager of VS 2015 RC doesn’t show large image for installed extensions	Other	http://www.visualstudioextensibility.com/2015/06/02/bug-extension-manager-of-vs-2015-rc-doesnt-show-large-image-for-installed-extensions/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	05/21/2015 16:48	Visual Studio 2015 RC quality good enough for extensions	Other	http://www.visualstudioextensibility.com/2015/05/21/visual-studio-2015-rc-quality-good-enough-for-extensions/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	04/27/2015 10:16	MZ-Tools Articles Series: HOWTO: Use the Browse for Folder dialog of Visual Studio from a package	HowTo	http://www.visualstudioextensibility.com/2015/04/27/mz-tools-articles-series-howto-use-the-browse-for-folder-dialog-of-visual-studio-from-a-package/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	04/21/2015 06:17	MZ-Tools Articles Series: HOWTO Unload/Reload a project from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/04/21/mz-tools-articles-series-howto-unloadreload-a-project-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/25/2015 03:33	Three bugs in MSDN Walkthrough: Extending the Solution Explorer Filter	Other	http://www.visualstudioextensibility.com/2015/02/25/three-bugs-in-msdn-walkthrough-extending-the-solution-explorer-filter/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/23/2015 03:26	MZ-Tools Articles Series: HOWTO: Create a toolwindow WITHOUT a ToolWindowPane class in a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/02/23/mz-tools-articles-series-howto-create-a-toolwindow-without-a-toolwindowpane-class-in-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/20/2015 06:25	MZ-Tools Articles Series: HOWTO: Create a toolwindow with a ToolWindowPane class in a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/02/20/mz-tools-articles-series-howto-create-a-toolwindow-with-a-toolwindowpane-class-in-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/20/2015 06:06	MZ-Tools Articles Series: BUG: Toolwindow guid attribute value hardcoded in code generated by Visual Studio package wizard	Bug	http://www.visualstudioextensibility.com/2015/02/20/mz-tools-articles-series-bug-toolwindow-guid-attribute-value-hardcoded-in-code-generated-by-visual-studio-package-wizard/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/17/2015 03:46	How Visual Studio names controls when dropped on a form from the toolbox	Other	http://www.visualstudioextensibility.com/2015/02/17/how-visual-studio-names-controls-when-dropped-on-a-form-from-the-toolbox/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/11/2015 08:22	Why to become a Microsoft Visual Studio Industry Partner (VSIP) “Basic” level	Other	http://www.visualstudioextensibility.com/2015/02/11/why-to-become-a-microsoft-visual-studio-industry-partner-vsip-basic-level/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	02/01/2015 06:48	Visual Studio extensions and DPI-awareness	Other	http://www.visualstudioextensibility.com/2015/02/01/visual-studio-extensions-and-dpi-awareness/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	01/21/2015 10:25	Code model of EnvDTE using Roslyn internally in VS 2015. Bugs ahead.	Other	http://www.visualstudioextensibility.com/2015/01/21/code-model-of-envdte-using-roslyn-internally-in-vs-2015-bugs-ahead/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	01/21/2015 09:17	Past, present and future challenges for developers of Visual Studio extensions	Other	http://www.visualstudioextensibility.com/2015/01/21/past-present-and-future-challenges-for-developers-of-visual-studio-extensions/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	11/14/2014 15:38	Great news for developers of Visual Studio extensions	Other	http://www.visualstudioextensibility.com/2014/11/14/great-news-for-developers-of-visual-studio-extensions/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	10/21/2014 07:25	Cancelling the wizard of project template creation	Other	http://www.visualstudioextensibility.com/2014/10/21/cancelling-the-wizard-of-project-template-creation/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	10/09/2014 11:02	Added StackOverflow reference to the Forums section	Other	http://www.visualstudioextensibility.com/2014/10/09/added-stackoverflow-reference-to-the-forums-section/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	09/05/2014 03:55	The MSDN documentation broken links to “PAVE Visual Studio Extension Deployment”	Other	http://www.visualstudioextensibility.com/2014/09/05/the-msdn-documentation-broken-links-to-pave-visual-studio-extension-deployment/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Extensibility	08/10/2014 06:19	UserVoice requests for Visual Studio Express Edition to support extensions	Other	http://www.visualstudioextensibility.com/2014/08/10/uservoice-requests-for-visual-studio-express-edition-to-support-extensions/	http://www.visualstudioextensibility.com/category/vs-extensibility/
VS Packages	10/11/2015 08:28	Announcing unified MZ-Tools 8.0 for Visual Studio, VBA (64-bit/32-bit), VB6 and VB5	Other	http://www.visualstudioextensibility.com/2015/10/11/announcing-unified-mz-tools-8-0-for-visual-studio-vba-64-bit32-bit-vb6-and-vb5/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	07/29/2015 17:11	The strange case of CreatePkgDef failing because of strong name validation	Other	http://www.visualstudioextensibility.com/2015/07/30/the-strange-case-of-createpkgdef-failing-because-of-strong-name-validation/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	07/20/2015 15:01	Visual Studio 2015 RTM just released	Other	http://www.visualstudioextensibility.com/2015/07/20/visual-studio-2015-rtm-just-released/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	06/20/2015 15:48	MZ-Tools Articles Series: HOWTO: Guessing the IDE mode (design, debug or run-time) from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/06/20/mz-tools-articles-series-howto-guessing-the-ide-mode-design-debug-or-run-time-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	06/18/2015 03:03	The hidden and broken Generate Load Keys page (for VS 2005/2008 shell and packages)	Other	http://www.visualstudioextensibility.com/2015/06/18/the-hidden-and-broken-generate-load-keys-page-for-vs-20052008-shell-and-packages/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	06/15/2015 01:20	MZ-Tools Articles Series: HOWTO: Get supported frameworks and profiles of a Visual Studio version from a package	HowTo	http://www.visualstudioextensibility.com/2015/06/15/mz-tools-articles-series-howto-get-supported-frameworks-and-profiles-of-a-visual-studio-version-from-a-package/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	06/02/2015 01:20	BUG: Extension Manager of VS 2015 RC doesn’t show large image for installed extensions	Other	http://www.visualstudioextensibility.com/2015/06/02/bug-extension-manager-of-vs-2015-rc-doesnt-show-large-image-for-installed-extensions/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	04/27/2015 10:16	MZ-Tools Articles Series: HOWTO: Use the Browse for Folder dialog of Visual Studio from a package	HowTo	http://www.visualstudioextensibility.com/2015/04/27/mz-tools-articles-series-howto-use-the-browse-for-folder-dialog-of-visual-studio-from-a-package/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	04/21/2015 06:17	MZ-Tools Articles Series: HOWTO Unload/Reload a project from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/04/21/mz-tools-articles-series-howto-unloadreload-a-project-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	02/25/2015 03:33	Three bugs in MSDN Walkthrough: Extending the Solution Explorer Filter	Other	http://www.visualstudioextensibility.com/2015/02/25/three-bugs-in-msdn-walkthrough-extending-the-solution-explorer-filter/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	02/23/2015 03:26	MZ-Tools Articles Series: HOWTO: Create a toolwindow WITHOUT a ToolWindowPane class in a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/02/23/mz-tools-articles-series-howto-create-a-toolwindow-without-a-toolwindowpane-class-in-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	02/20/2015 06:25	MZ-Tools Articles Series: HOWTO: Create a toolwindow with a ToolWindowPane class in a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/02/20/mz-tools-articles-series-howto-create-a-toolwindow-with-a-toolwindowpane-class-in-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	02/20/2015 06:06	MZ-Tools Articles Series: BUG: Toolwindow guid attribute value hardcoded in code generated by Visual Studio package wizard	Bug	http://www.visualstudioextensibility.com/2015/02/20/mz-tools-articles-series-bug-toolwindow-guid-attribute-value-hardcoded-in-code-generated-by-visual-studio-package-wizard/	http://www.visualstudioextensibility.com/category/vspackages/
VS Packages	01/28/2015 09:39	MZ-Tools Articles Series: HOWTO: Force files to open with a specific editor from a Visual Studio package	HowTo	http://www.visualstudioextensibility.com/2015/01/28/mz-tools-articles-series-howto-force-files-to-open-with-a-specific-editor-from-a-visual-studio-package/	http://www.visualstudioextensibility.com/category/vspackages/
